control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,vehicle_make,vehicle_model,district,city,region
103163980,1,1439217119,Issued to violator but un-paid,2026-01-09 03:46:25,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,كريتا,العليا,الرياض,منطقة الرياض
101571189,6,1997258175,Issued to violator but un-paid,2026-01-09 03:04:12,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,نيسان,نافارا,الملقا,الرياض,منطقة الرياض
100925051,5,2171149335,Issued to violator but un-paid,2026-01-09 02:46:14,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,الياسمين,الرياض,منطقة الرياض
103163980,8,2878467103,Issued to violator but un-paid,2026-01-09 02:44:27,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,بي إم دبليو,بي إم دبليو X5,العليا,الرياض,منطقة الرياض
102218740,1,2025706166,Issued to violator but un-paid,2026-01-09 01:26:37,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,تاهو,الغدير,الرياض,منطقة الرياض
102218740,4,1787601641,Issued to violator but un-paid,2026-01-09 00:46:41,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,تويوتا,كامري,العليا,الرياض,منطقة الرياض
102253799,7,1694978910,Issued to violator but un-paid,2026-01-08 23:50:57,,150,150,True,عدم ربط حزام,هوندا,هوندا CR-V,العقيق,الرياض,منطقة الرياض
102218740,10,2708491649,Issued to violator but un-paid,2026-01-08 23:30:42,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,لانسر,العليا,الرياض,منطقة الرياض
102253799,8,1635255999,Issued to violator but un-paid,2026-01-08 21:03:01,,150,150,False,عدم ربط حزام,مازدا,مازدا CX-5,الملقا,الرياض,منطقة الرياض
101571189,5,2153902552,Issued to violator but un-paid,2026-01-08 20:59:15,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,فورد,إكسبلورر,الملز,الرياض,منطقة الرياض
101571189,2,2335872095,Issued to violator but un-paid,2026-01-08 19:12:40,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرسيدس بنز,مرسيدس بنز G-Class,الملز,الرياض,منطقة الرياض
100925051,10,1015855864,Issued to violator but un-paid,2026-01-08 19:06:25,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,راش,الغدير,الرياض,منطقة الرياض
103163980,9,2562402445,Issued to violator but un-paid,2026-01-08 17:51:58,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا 3,الروضة,الرياض,منطقة الرياض
101571189,8,2234929189,Issued to violator but un-paid,2026-01-08 17:18:54,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,نيسان,ألتيما,الملز,الرياض,منطقة الرياض
102253799,10,1546044061,Issued to violator but un-paid,2026-01-08 17:06:27,,150,150,True,عدم ربط حزام,كيا,ريو,العليا,الرياض,منطقة الرياض
103163980,7,2281021811,Issued to violator but un-paid,2026-01-08 15:58:29,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,تاهو,الملز,الرياض,منطقة الرياض
100925051,3,2841695844,Issued to violator but un-paid,2026-01-08 14:10:18,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,فورد,رينجر,النسيم,الرياض,منطقة الرياض
101571189,8,1022339423,Issued to violator but un-paid,2026-01-08 13:35:34,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,كامري,النسيم,الرياض,منطقة الرياض
102253799,9,1577858812,Issued to violator but un-paid,2026-01-08 09:36:55,,150,150,True,عدم ربط حزام,نيسان,ألتيما,الملز,الرياض,منطقة الرياض
103163980,4,1338762700,Issued to violator but un-paid,2026-01-08 09:31:26,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,راش,الروضة,الرياض,منطقة الرياض
103163980,8,1596565023,Issued to violator but un-paid,2026-01-08 08:53:58,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,نافارا,السلي,الرياض,منطقة الرياض
100925051,4,1802073183,Issued to violator but un-paid,2026-01-08 07:10:15,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,كابريس,السلي,الرياض,منطقة الرياض
102218740,7,1122906401,Issued to violator but un-paid,2026-01-08 06:11:20,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,كابريس,العليا,الرياض,منطقة الرياض
102253799,5,2522079500,Issued to violator but un-paid,2026-01-08 04:17:30,,150,150,True,عدم ربط حزام,ميتسوبيشي,باجيرو,النسيم,الرياض,منطقة الرياض
101571189,9,1969424142,Issued to violator but un-paid,2026-01-08 03:52:37,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,نيسان,صني,الغدير,الرياض,منطقة الرياض
103163980,8,1208844810,Issued to violator but un-paid,2026-01-08 02:12:14,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,كيا,كارينز,العقيق,الرياض,منطقة الرياض
103163980,3,2552881695,Issued to violator but un-paid,2026-01-08 00:46:44,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,راش,السلي,الرياض,منطقة الرياض
102253799,5,1746163168,Issued to violator but un-paid,2026-01-08 00:20:43,,150,150,False,عدم ربط حزام,هيونداي,أكسنت,العليا,الرياض,منطقة الرياض
102218740,4,2969121528,Issued to violator but un-paid,2026-01-07 23:20:07,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,بي إم دبليو,بي إم دبليو X5,الغدير,الرياض,منطقة الرياض
101571189,9,2671243850,Issued to violator but un-paid,2026-01-07 23:16:54,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا 3,النسيم,الرياض,منطقة الرياض
100925051,7,1154333414,Issued to violator but un-paid,2026-01-07 23:14:06,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,كريتا,الروضة,الرياض,منطقة الرياض
103163980,10,2700294073,Issued to violator but un-paid,2026-01-07 23:08:32,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,جيب,شيروكي,الغدير,الرياض,منطقة الرياض
102218740,10,1246954421,Issued to violator but un-paid,2026-01-07 22:37:53,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز E-Class,النسيم,الرياض,منطقة الرياض
102218740,6,2647536430,Issued to violator but un-paid,2026-01-07 22:13:34,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,باترول,النسيم,الرياض,منطقة الرياض
102218740,6,1818088707,Issued to violator but un-paid,2026-01-07 21:37:11,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,كارينز,الياسمين,الرياض,منطقة الرياض
103163980,10,2695141972,Issued to violator but un-paid,2026-01-07 21:15:13,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,شيفروليه,تاهو,النسيم,الرياض,منطقة الرياض
101571189,9,1666164997,Issued to violator and paid,2026-01-07 21:11:47,2026-01-16 16:01:07,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,توسان,الملقا,الرياض,منطقة الرياض
100925051,4,2833239235,Issued to violator but un-paid,2026-01-07 20:44:30,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هوندا,هوندا سيفيك,الياسمين,الرياض,منطقة الرياض
101571189,7,2297970151,Issued to violator but un-paid,2026-01-07 18:45:02,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,توسان,النسيم,الرياض,منطقة الرياض
101571189,3,1815164690,Issued to violator but un-paid,2026-01-07 17:29:16,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا سيفيك,السلي,الرياض,منطقة الرياض
101571189,5,2704494129,Issued to violator but un-paid,2026-01-07 16:32:58,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,كيا,سبورتاج,الغدير,الرياض,منطقة الرياض
102253799,7,1347049471,Issued to violator but un-paid,2026-01-07 14:47:48,,150,150,True,عدم ربط حزام,بي إم دبليو,بي إم دبليو X5,الملز,الرياض,منطقة الرياض
100925051,5,1171956286,Issued to violator but un-paid,2026-01-07 14:34:39,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,سيراتو,النسيم,الرياض,منطقة الرياض
100925051,8,1351906167,Issued to violator but un-paid,2026-01-07 12:04:43,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,كروزر,السلي,الرياض,منطقة الرياض
103163980,8,2252235350,Issued to violator but un-paid,2026-01-07 11:26:34,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,صني,الملقا,الرياض,منطقة الرياض
102253799,1,2554270316,Issued to violator but un-paid,2026-01-07 10:38:34,,150,150,True,عدم ربط حزام,نيسان,ألتيما,الروضة,الرياض,منطقة الرياض
103163980,9,1833084554,Issued to violator but un-paid,2026-01-07 10:37:28,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,كامري,الغدير,الرياض,منطقة الرياض
101571189,6,2886606372,Issued to violator but un-paid,2026-01-07 09:24:07,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,كروزر,النسيم,الرياض,منطقة الرياض
100925051,6,1990091622,Issued to violator but un-paid,2026-01-07 08:31:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,نافارا,الروضة,الرياض,منطقة الرياض
101571189,3,2063705594,Issued to violator but un-paid,2026-01-07 03:24:10,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,ميتسوبيشي,باجيرو,النسيم,الرياض,منطقة الرياض
103163980,8,1251341545,Issued to violator but un-paid,2026-01-07 03:12:47,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,كيا,سيراتو,الملقا,الرياض,منطقة الرياض
100925051,8,2899596390,Issued to violator but un-paid,2026-01-07 03:07:50,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,ريو,العليا,الرياض,منطقة الرياض
102253799,2,1689284189,Issued to violator but un-paid,2026-01-06 23:13:26,,150,150,False,عدم ربط حزام,جيب,شيروكي,الملز,الرياض,منطقة الرياض
103163980,6,1498299673,Issued to violator but un-paid,2026-01-06 22:14:30,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,هوندا,هوندا CR-V,العقيق,الرياض,منطقة الرياض
102253799,6,1421188039,Issued to violator but un-paid,2026-01-06 21:24:33,,150,150,False,عدم ربط حزام,مرسيدس بنز,مرسيدس بنز E-Class,العقيق,الرياض,منطقة الرياض
103163980,3,2341497384,Issued to violator but un-paid,2026-01-06 20:55:08,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا 3,الروضة,الرياض,منطقة الرياض
102253799,7,2331322917,Issued to violator but un-paid,2026-01-06 20:07:23,,150,150,True,عدم ربط حزام,شيفروليه,سبارك,السلي,الرياض,منطقة الرياض
102218740,7,1576605537,Issued to violator but un-paid,2026-01-06 19:59:10,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,فورد,إكسبلورر,النسيم,الرياض,منطقة الرياض
100925051,3,1459382124,Issued to violator but un-paid,2026-01-06 19:54:46,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,سوناتا,النرجس,الرياض,منطقة الرياض
102253799,2,1057098848,Issued to violator but un-paid,2026-01-06 19:49:07,,150,150,False,عدم ربط حزام,نيسان,ألتيما,الغدير,الرياض,منطقة الرياض
102218740,2,2769471865,Issued to violator but un-paid,2026-01-06 19:36:50,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هوندا,هوندا CR-V,الروضة,الرياض,منطقة الرياض
103163980,1,2254431766,Issued to violator but un-paid,2026-01-06 16:42:27,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,تويوتا,كورولا,النرجس,الرياض,منطقة الرياض
102218740,3,2368711153,Issued to violator but un-paid,2026-01-06 15:25:33,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,شيفروليه,سبارك,الملز,الرياض,منطقة الرياض
101571189,10,1770200004,Issued to violator but un-paid,2026-01-06 14:18:59,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هيونداي,كريتا,العقيق,الرياض,منطقة الرياض
102253799,5,1067173433,Issued to violator but un-paid,2026-01-06 13:17:20,,150,150,False,عدم ربط حزام,بي إم دبليو,بي إم دبليو X5,النسيم,الرياض,منطقة الرياض
102218740,2,1335109254,Issued to violator but un-paid,2026-01-06 10:12:27,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,سيراتو,الغدير,الرياض,منطقة الرياض
102253799,6,1350819096,Issued to violator but un-paid,2026-01-06 10:06:59,,150,150,False,عدم ربط حزام,نيسان,صني,الياسمين,الرياض,منطقة الرياض
102218740,1,1617989777,Issued to violator but un-paid,2026-01-06 05:37:23,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,رانجلر,الياسمين,الرياض,منطقة الرياض
101571189,6,2001575170,Issued to violator but un-paid,2026-01-06 04:32:46,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا 3,الملز,الرياض,منطقة الرياض
102218740,8,2665900733,Issued to violator but un-paid,2026-01-06 02:58:59,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,كيا,كارينز,الملز,الرياض,منطقة الرياض
100925051,8,1913964494,Issued to violator but un-paid,2026-01-06 02:34:05,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,تويوتا,اف جي كروزر,الروضة,الرياض,منطقة الرياض
102218740,2,1228833698,Issued to violator but un-paid,2026-01-06 01:27:21,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز G-Class,العقيق,الرياض,منطقة الرياض
100925051,2,1463333123,Issued to violator but un-paid,2026-01-06 00:50:23,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,الروضة,الرياض,منطقة الرياض
102218740,10,2758775218,Issued to violator but un-paid,2026-01-05 22:35:37,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,العليا,الرياض,منطقة الرياض
100925051,2,1280675652,Issued to violator but un-paid,2026-01-05 21:20:16,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,فورد,إكسبلورر,النرجس,الرياض,منطقة الرياض
102253799,10,1461658917,Issued to violator but un-paid,2026-01-05 20:32:09,,150,150,True,عدم ربط حزام,نيسان,ألتيما,العقيق,الرياض,منطقة الرياض
101571189,8,1944516598,Issued to violator but un-paid,2026-01-05 20:11:37,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,ميتسوبيشي,لانسر,العقيق,الرياض,منطقة الرياض
101571189,5,2975264070,Issued to violator but un-paid,2026-01-05 18:59:54,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا CX-5,السلي,الرياض,منطقة الرياض
103163980,9,2842455256,Issued to violator but un-paid,2026-01-05 18:28:30,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,بي إم دبليو,بي إم دبليو X5,النرجس,الرياض,منطقة الرياض
102253799,9,2347072086,Issued to violator but un-paid,2026-01-05 17:08:16,,150,150,False,عدم ربط حزام,مازدا,مازدا 3,السلي,الرياض,منطقة الرياض
101571189,6,1990953501,Issued to violator but un-paid,2026-01-05 14:44:51,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرسيدس بنز,مرسيدس بنز E-Class,العقيق,الرياض,منطقة الرياض
101571189,7,2635223129,Issued to violator but un-paid,2026-01-05 11:54:24,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,بي إم دبليو,بي إم دبليو 3 Series,الياسمين,الرياض,منطقة الرياض
103163980,6,1655519084,Issued to violator but un-paid,2026-01-05 10:52:44,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,نيسان,باترول,العقيق,الرياض,منطقة الرياض
103163980,10,2413246766,Issued to violator but un-paid,2026-01-05 08:29:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,باترول,النرجس,الرياض,منطقة الرياض
103163980,6,1737826125,Issued to violator but un-paid,2026-01-05 07:32:06,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,هيونداي,سوناتا,السلي,الرياض,منطقة الرياض
101571189,9,1180393879,Issued to violator but un-paid,2026-01-05 06:48:53,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,تويوتا,راش,العقيق,الرياض,منطقة الرياض
100925051,4,2549157791,Issued to violator but un-paid,2026-01-05 06:40:43,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,كيا,سبورتاج,العقيق,الرياض,منطقة الرياض
101571189,4,2740159745,Issued to violator but un-paid,2026-01-05 05:58:42,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا CR-V,السلي,الرياض,منطقة الرياض
102218740,2,2710951867,Issued to violator but un-paid,2026-01-05 03:36:59,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,ألتيما,العقيق,الرياض,منطقة الرياض
102218740,3,2895782324,Issued to violator but un-paid,2026-01-05 03:15:13,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,لانسر,الملز,الرياض,منطقة الرياض
100925051,5,1366590480,Issued to violator but un-paid,2026-01-05 02:29:57,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,توسان,النرجس,الرياض,منطقة الرياض
102218740,10,1440292273,Issued to violator but un-paid,2026-01-05 00:04:04,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,سوناتا,الياسمين,الرياض,منطقة الرياض
101571189,6,1229649786,Issued to violator but un-paid,2026-01-04 23:27:36,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا سيفيك,النرجس,الرياض,منطقة الرياض
102253799,10,1922241386,Issued to violator but un-paid,2026-01-04 22:50:37,,150,150,False,عدم ربط حزام,نيسان,نافارا,العليا,الرياض,منطقة الرياض
101571189,7,1732176784,Issued to violator but un-paid,2026-01-04 22:41:26,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرسيدس بنز,مرسيدس بنز E-Class,الغدير,الرياض,منطقة الرياض
102253799,5,2559919240,Issued to violator but un-paid,2026-01-04 22:40:15,,150,150,True,عدم ربط حزام,كيا,كارينز,العقيق,الرياض,منطقة الرياض
102218740,3,1586828104,Issued to violator but un-paid,2026-01-04 22:22:53,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مازدا,مازدا CX-5,الملقا,الرياض,منطقة الرياض
102253799,7,1497910651,Issued to violator but un-paid,2026-01-04 22:07:03,,150,150,True,عدم ربط حزام,نيسان,ألتيما,السلي,الرياض,منطقة الرياض
102253799,5,2166615245,Issued to violator but un-paid,2026-01-04 15:26:49,,150,150,False,عدم ربط حزام,تويوتا,كروزر,الغدير,الرياض,منطقة الرياض
103163980,3,2661577818,Issued to violator but un-paid,2026-01-04 13:19:58,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,باترول,الغدير,الرياض,منطقة الرياض
102253799,1,1245769690,Issued to violator but un-paid,2026-01-04 11:41:48,,150,150,False,عدم ربط حزام,كيا,سبورتاج,الملقا,الرياض,منطقة الرياض
102253799,5,1665302258,Issued to violator but un-paid,2026-01-04 10:48:59,,150,150,False,عدم ربط حزام,تويوتا,اف جي كروزر,الملقا,الرياض,منطقة الرياض
102218740,9,1070011797,Issued to violator but un-paid,2026-01-04 10:09:19,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,لانسر,الياسمين,الرياض,منطقة الرياض
101571189,3,2503245180,Issued to violator but un-paid,2026-01-04 09:42:21,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,هوندا,هوندا سيفيك,الغدير,الرياض,منطقة الرياض
103163980,4,2105468141,Issued to violator but un-paid,2026-01-04 09:10:23,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,نيسان,نافارا,النسيم,الرياض,منطقة الرياض
102253799,10,2627188414,Issued to violator but un-paid,2026-01-04 07:33:17,,150,150,True,عدم ربط حزام,شيفروليه,تاهو,العقيق,الرياض,منطقة الرياض
100925051,2,2038621963,Issued to violator but un-paid,2026-01-04 06:36:35,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,النرجس,الرياض,منطقة الرياض
102218740,9,1511687365,Issued to violator but un-paid,2026-01-04 06:09:18,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,جيب,شيروكي,الروضة,الرياض,منطقة الرياض
102253799,10,1846367836,Issued to violator but un-paid,2026-01-04 05:34:33,,150,150,False,عدم ربط حزام,كيا,سبورتاج,النرجس,الرياض,منطقة الرياض
101571189,9,2572462094,Issued to violator and paid,2026-01-04 05:00:27,2026-01-17 07:40:44,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,كيا,كارينز,العقيق,الرياض,منطقة الرياض
100925051,1,2356459686,Issued to violator but un-paid,2026-01-04 05:00:13,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرسيدس بنز,مرسيدس بنز G-Class,الغدير,الرياض,منطقة الرياض
102218740,5,1826374608,Issued to violator but un-paid,2026-01-04 04:30:54,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,تويوتا,كروزر,السلي,الرياض,منطقة الرياض
101571189,7,2273417128,Issued to violator but un-paid,2026-01-04 04:24:26,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,فورد,رينجر,الروضة,الرياض,منطقة الرياض
103163980,7,2614335542,Issued to violator but un-paid,2026-01-04 04:11:01,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,كيا,ريو,السلي,الرياض,منطقة الرياض
102218740,9,2269369458,Issued to violator but un-paid,2026-01-04 04:11:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز E-Class,السلي,الرياض,منطقة الرياض
100925051,8,1623238236,Issued to violator but un-paid,2026-01-04 02:29:07,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,بي إم دبليو,بي إم دبليو X5,الغدير,الرياض,منطقة الرياض
103163980,5,1915325534,Issued to violator but un-paid,2026-01-04 01:43:43,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,ميتسوبيشي,لانسر,الغدير,الرياض,منطقة الرياض
102218740,2,2624532942,Issued to violator but un-paid,2026-01-04 01:40:46,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,ميتسوبيشي,لانسر,العليا,الرياض,منطقة الرياض
100925051,5,1638761758,Issued to violator but un-paid,2026-01-04 01:27:27,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,شيفروليه,تاهو,الروضة,الرياض,منطقة الرياض
103163980,7,1083348793,Issued to violator but un-paid,2026-01-04 01:25:42,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,بي إم دبليو,بي إم دبليو X5,الملز,الرياض,منطقة الرياض
102218740,8,1271587452,Issued to violator but un-paid,2026-01-03 22:58:19,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرسيدس بنز,مرسيدس بنز E-Class,الغدير,الرياض,منطقة الرياض
100925051,7,1987559177,Issued to violator but un-paid,2026-01-03 22:58:03,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,ميتسوبيشي,باجيرو,النسيم,الرياض,منطقة الرياض
103163980,4,1029070078,Issued to violator but un-paid,2026-01-03 22:23:13,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,هوندا,هوندا CR-V,الروضة,الرياض,منطقة الرياض
102253799,8,1582227045,Issued to violator but un-paid,2026-01-03 21:51:27,,150,150,True,عدم ربط حزام,مازدا,مازدا 3,النرجس,الرياض,منطقة الرياض
103163980,3,1980017826,Issued to violator but un-paid,2026-01-03 21:37:09,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,كيا,سبورتاج,الغدير,الرياض,منطقة الرياض
101571189,4,2021843288,Issued to violator but un-paid,2026-01-03 21:17:52,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,ميتسوبيشي,باجيرو,الروضة,الرياض,منطقة الرياض
100925051,8,2230983376,Issued to violator but un-paid,2026-01-03 18:54:04,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,هيونداي,سوناتا,العقيق,الرياض,منطقة الرياض
103163980,9,2934744584,Issued to violator but un-paid,2026-01-03 18:49:04,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,بي إم دبليو,بي إم دبليو 3 Series,الملز,الرياض,منطقة الرياض
102253799,4,1112239250,Issued to violator but un-paid,2026-01-03 18:43:37,,150,150,False,عدم ربط حزام,لكزس,لكزس LX,النسيم,الرياض,منطقة الرياض
101571189,4,1148630116,Issued to violator but un-paid,2026-01-03 18:38:34,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مازدا,مازدا CX-5,النرجس,الرياض,منطقة الرياض
100925051,6,1714918006,Issued to violator but un-paid,2026-01-03 16:55:41,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,نيسان,باترول,العقيق,الرياض,منطقة الرياض
102253799,8,2436013462,Issued to violator but un-paid,2026-01-03 15:49:23,,150,150,False,عدم ربط حزام,لكزس,لكزس RX,النرجس,الرياض,منطقة الرياض
102253799,9,1929445038,Issued to violator but un-paid,2026-01-03 15:43:57,,150,150,False,عدم ربط حزام,لكزس,لكزس RX,العقيق,الرياض,منطقة الرياض
102218740,2,1251373735,Issued to violator but un-paid,2026-01-03 13:21:30,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,فورد,إكسبلورر,الروضة,الرياض,منطقة الرياض
102218740,4,2321996488,Issued to violator but un-paid,2026-01-03 11:41:13,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,هيونداي,أكسنت,النرجس,الرياض,منطقة الرياض
103163980,5,2875127742,Issued to violator but un-paid,2026-01-03 09:41:55,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,نيسان,باترول,الملز,الرياض,منطقة الرياض
100925051,4,1517486269,Issued to violator but un-paid,2026-01-03 08:12:35,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,جيب,شيروكي,السلي,الرياض,منطقة الرياض
102253799,8,2233551530,Issued to violator but un-paid,2026-01-03 08:07:48,,150,150,False,عدم ربط حزام,كيا,سيراتو,الياسمين,الرياض,منطقة الرياض
102218740,9,2978691233,Issued to violator but un-paid,2026-01-03 04:57:36,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,نيسان,صني,الملز,الرياض,منطقة الرياض
101571189,8,2136262684,Issued to violator but un-paid,2026-01-03 04:51:10,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,كيا,ريو,الملز,الرياض,منطقة الرياض
103163980,5,1487852091,Issued to violator but un-paid,2026-01-03 04:47:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مازدا,مازدا 3,العليا,الرياض,منطقة الرياض
